data_medicao;PRECIPITACAO TOTAL, DIARIO (AUT)(mm);PRESSAO ATMOSFERICA MEDIA DIARIA (AUT)(mB);TEMPERATURA DO PONTO DE ORVALHO MEDIA DIARIA (AUT)(°C);TEMPERATURA MAXIMA, DIARIA (AUT)(°C);TEMPERATURA MEDIA, DIARIA (AUT)(°C);TEMPERATURA MINIMA, DIARIA (AUT)(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA (AUT)(%);UMIDADE RELATIVA DO AR, MINIMA DIARIA (AUT)(%);VENTO, RAJADA MAXIMA DIARIA (AUT)(m/s);VENTO, VELOCIDADE MEDIA DIARIA (AUT)(m/s)
04/03/09;0;886,1;13;30,7;23,9;16,5;53,7;28;7,7;1,3
05/03/09;0;885,6;13,7;31,2;24,6;16,9;53,3;30;6,4;1,4
06/03/09;0;885,4;17,3;31,3;24,4;18,8;66,5;34;10,8;1,9
07/03/09;7;886,2;17,8;28,2;22,4;18,8;77;48;7;1,8
08/03/09;0;886,3;17,8;27,7;22,3;18,4;76,5;54;8,7;2,1
09/03/09;6,8;886,2;17,3;27,3;21,6;16,8;77,8;49;12,8;1,9
10/03/09;0;886,1;17,8;27,8;21,4;17,8;81,2;48;10,5;1,5
11/03/09;4;885,7;17,9;28;22;18;79;52;7,6;1,7
12/03/09;3,8;885,3;17,3;28,7;23;18,1;72,1;46;8,7;1,9
13/03/09;0,2;885;17;28,3;22;17,5;74,7;47;9,3;1,3
14/03/09;0;885,5;17,6;27,8;21,8;18,2;77,5;51;8,3;1,5
15/03/09;0;886,5;17,8;28,3;23;19;73,5;50;5,5;1,6
16/03/09;0,4;886;17,4;27,9;21,7;19,2;77,9;53;12,5;2
17/03/09;0,2;887,1;17,5;26,5;20,8;18,5;82,1;57;9;2
18/03/09;8,4;887,2;17,7;27,7;21,9;18,4;78,9;49;8,5;3,1
19/03/09;0;886,3;17,8;28,4;23,4;19,2;72;44;10,4;3,1
20/03/09;0,8;886,3;17,2;27;22,7;19,5;72,2;51;9,3;2,8
21/03/09;0;885,3;16,8;27,9;22,6;17,1;70,7;50;6,1;2
22/03/09;1;884,3;18,5;28,8;22,5;19,2;79,2;51;8,1;1,5
23/03/09;4;884;18,5;25,5;21,1;18,1;85,7;69;7,2;1,6
24/03/09;0,2;884,5;17,6;27;20,7;18,1;83,8;50;8,1;1,7
25/03/09;2,4;884;17,7;26,5;21,3;18,8;80,8;55;9;2,2
26/03/09;4,4;884,3;18,1;25,8;20,8;19,3;84,9;62;9,8;1,7
27/03/09;13;885,2;17,8;25,7;20,4;17,7;85,4;62;7,4;1,7
28/03/09;16,6;884,5;17,8;26,9;20,8;17,9;84,3;54;10,8;2,4
29/03/09;3,8;884,3;17,4;27,6;21,2;18;80,4;54;9,6;2,7
30/03/09;2;884,6;17,1;27,1;21,8;18;76;51;7,9;2,4
31/03/09;2,2;883,9;18,4;27,2;21,6;18;82,8;57;8,8;2,2
01/04/09;0;884,2;18,7;25,4;21,5;19,2;84,8;66;9,6;2
02/04/09;3,4;884,8;18;27,9;22,3;18,9;78,1;53;8,5;2,2
03/04/09;0,2;885,3;18,1;26,8;20,8;18,6;85,1;59;6,6;2,5
04/04/09;58,8;886,2;18,3;24,5;19,8;18,3;91,1;68;7,2;1,3
05/04/09;27,8;886;18,5;26;20,8;17,4;87,1;65;7,1;1
06/04/09;21;886,3;18,3;23,7;20,5;18,6;87,2;71;7,6;1,7
07/04/09;0,2;886,5;18,3;23,9;20;18,7;90;72;9,7;1,6
08/04/09;17,2;886,1;18;25;20,4;18;86,6;64;7,8;1,4
09/04/09;2,8;885,9;18,5;26,3;20,9;18,8;87;58;5,5;1,4
10/04/09;8,4;885,7;18;27;21,5;17,2;81,4;55;5,2;1,1
11/04/09;0;885,8;18,2;27;22;17,6;79,8;56;7,8;2,1
12/04/09;0,6;887,1;17,7;25,1;20,7;18,1;83,9;63;9,9;2,7
13/04/09;93,8;888,5;18,1;25,7;21;18,6;84,5;58;12,2;3
14/04/09;0;889;17,5;27;22;18,3;76,8;54;8,6;2,8
15/04/09;0;888,8;17,5;27,2;20,8;18,4;82,1;54;13,8;2
16/04/09;47,2;888,9;17,3;27,4;20,8;15,8;82;51;8,2;2,2
17/04/09;0,2;888,8;17,1;26,3;21,4;18,5;77,9;53;10;3,7
18/04/09;0,2;888,3;15,3;26;20,8;16,8;72,9;45;8,1;2,9
19/04/09;null;null;null;26,6;null;17,8;58,3;37;8;null
20/04/09;0;888,4;12,4;26;20,4;14;61,5;39;6,6;1,7
21/04/09;0;888,8;13,9;26,3;21,2;14,4;63,7;46;11,3;2,5
22/04/09;0;887,8;15,7;24,3;20,6;17,1;73,7;61;8,3;2,8
23/04/09;0;886,2;16,1;24,5;20,2;16;78,1;56;7;2
24/04/09;0;886,4;16,6;26;20,3;17,8;81;49;5,7;1,3
25/04/09;9,6;886,8;16,9;26;20,7;17,3;80,1;53;7,8;1,8
26/04/09;6,8;887,7;17,6;24,8;19,2;18,1;90,6;65;7,1;1,3
27/04/09;74;887,2;15,4;25,9;20,6;17,2;74,2;47;6,5;1,6
28/04/09;0;886,7;13,6;28,1;20,5;14,4;65,3;46;5,6;1,6
29/04/09;0;886,8;17,2;25,4;20,9;18,1;79,7;60;7,9;2,3
30/04/09;0,2;887,4;17,8;25,9;20,6;17,4;85,2;60;5,9;1,7
01/05/09;11,2;887,2;18;24,3;19,9;18,4;88,8;67;7;2
02/05/09;20,2;887,8;16,2;25,4;19,3;16,7;83,7;45;8;2,3
03/05/09;0;887,2;14,6;23,9;18,6;14,4;79,3;51;6,3;1,7
04/05/09;0;887,2;15;25,6;20;16,5;74,3;46;6,3;2,2
05/05/09;0,2;888,6;15,7;25,5;19,3;15,1;80,9;50;6,1;1,4
06/05/09;0,4;888,3;16,1;25,8;20;15,1;79,4;50;6,3;1,6
07/05/09;0;888,2;15,7;26;21;15,3;73,5;48;6,6;1,6
08/05/09;0;888,1;15,7;26,3;21;15,3;72,9;49;7,1;1,8
09/05/09;0;888,1;16,1;27;22,1;17;70,1;49;8,1;1,8
10/05/09;12,8;887,9;16,5;26,7;21,9;18,1;73,1;50;6;2
11/05/09;0;887,3;15,7;27,3;21,8;16,9;69,4;44;6,8;1,8
12/05/09;0;887,2;14,2;26,5;21,3;15,5;66,3;33;7;2
13/05/09;0;886,6;13,6;27,1;20,9;14,4;65,8;39;6;1,6
14/05/09;0;886,6;13,7;26,9;20,6;14,7;66,6;40;7,5;1,6
15/05/09;0,4;886,1;15,9;25,7;20,5;17,5;75,3;56;8,4;2,2
16/05/09;7;886,7;16,8;24;19,6;17,3;84,3;62;8,1;1,5
17/05/09;0;888;17,2;22,1;19,7;17,9;85,8;74;6,4;2,1
18/05/09;0,2;889,6;17,2;23,4;20,2;18,4;83,4;66;9,5;3,4
19/05/09;0;889,7;15,7;22,4;19,3;17;80,8;59;7,6;2,9
20/05/09;0;889,5;12,9;23,1;18,1;14,8;72,9;50;9;3,5
21/05/09;0;889,5;11,7;22,1;16,6;12,7;74;48;11;4,2
22/05/09;0;889,7;12,1;23,2;17,7;13,6;70,8;49;9,1;3,6
23/05/09;0;890,3;14,7;25,5;19,5;14,1;74,6;55;7,4;3,2
24/05/09;0;889,7;15,3;26,3;20;15,6;75,5;47;7,8;2,3
25/05/09;0;888,3;14,5;25,7;20,3;15,3;71,1;46;4,8;1,6
26/05/09;0;888,2;12,2;27,4;20,4;13,5;62,8;29;4,9;1,6
27/05/09;0;888,1;10,7;26,5;19,6;12,3;59,4;27;7,2;1,6
28/05/09;0;888,7;12,6;25,2;19,7;13,9;65,6;38;8,1;2,3
29/05/09;0;888,8;13,7;26,3;20,3;13,5;67;44;8,6;2,3
30/05/09;0;888,3;15,3;26;21;15,3;70,8;51;8,5;2,4
31/05/09;7,8;888,1;17,1;24,9;20;17,6;83,7;60;7,7;2,5
01/06/09;5,4;886,9;16,8;26,3;20,3;17,1;81,6;51;7,5;1,9
02/06/09;0;887,6;15,3;25;19,1;15,8;79,6;51;6,9;2,1
03/06/09;0;889;9;21,7;15,4;9,7;67,8;42;6,3;2,2
04/06/09;0;889,3;11;25,2;17,9;10,3;64,9;50;7,9;2,4
05/06/09;0;890,4;15,1;26;19,8;14,8;75,8;47;6;2
06/06/09;0;890,8;14,4;25,3;19,5;14,5;74,3;46;8;2,3
07/06/09;0;889,6;10,9;24,7;18,9;12,8;61,3;38;7,5;2,2
08/06/09;0;889,6;13,4;22,1;18,1;15;74,9;61;8,6;3,5
09/06/09;0;890;13,1;23,8;18,3;14;73,3;47;8,2;3
10/06/09;0;890,3;13,1;25,6;19,4;15,4;68,4;43;6,6;2
11/06/09;0;890,6;13,7;25,4;19,4;13,8;71,5;46;5,5;1,1
12/06/09;0;890,1;13,7;25,2;19,1;13,5;72,5;46;5,4;1,1
13/06/09;4,4;889,3;14,9;24,1;19,1;15,7;77,9;53;6;1,8
14/06/09;0;888,3;14;25,3;19,4;14;72,7;47;5,6;1,8
15/06/09;0;888,9;13,5;26,2;19,6;12,9;70,3;35;6,7;1,5
16/06/09;0;888,8;13,9;25,7;19,5;14,9;71,4;44;10,3;2,4
17/06/09;0,2;887,9;13,9;26,2;19,5;14,3;72,3;44;7,2;1,7
18/06/09;0;888,6;14,1;25,3;19,4;14,4;72,8;47;5,4;1,5
19/06/09;0;888,9;14,3;25,8;20;14,4;71,5;46;7,9;2,2
20/06/09;0;889,4;13,2;25,2;20;15,8;66,5;42;9,3;3
21/06/09;0;889,2;10,5;23,6;18,8;14,8;59,8;39;8,6;3,1
22/06/09;0;888,3;9,9;23;18;13,4;59,8;43;9,8;2,5
23/06/09;0;888,2;11,8;25,1;18,1;11,5;68,5;44;8;1,6
24/06/09;0;889,5;12,2;26,4;18,6;13,3;68,5;36;4,7;0,7
25/06/09;0;889,6;12,5;26,3;19,9;13,4;64,2;42;6,6;1,4
26/06/09;0;890,4;13,1;25,9;20,8;14,3;63;42;6,6;1,6
27/06/09;0;891,2;13;26;20,3;14,8;64,7;41;7,8;1,9
28/06/09;0;890,8;13,7;22,5;18,6;15,3;73,9;59;8,4;2,4
29/06/09;0;889,2;12,3;25,9;null;12,3;72;30;7,1;2
30/06/09;null;null;null;null;null;null;null;29;4;null
01/07/09;null;888,3;8,4;26,2;null;13,2;47,2;29;7,3;2,1
02/07/09;0;889,1;6,9;25,7;20,1;12,4;44,3;28;6,9;2,1
03/07/09;0;889,2;6,3;25,7;19,8;12,2;43,9;26;9,2;2,1
04/07/09;0;889;5,2;25,9;19,1;11,5;42,3;24;9,2;2,5
05/07/09;0;889,9;8,2;25,2;19,5;12,9;49,3;30;9,3;3,1
06/07/09;0;890,8;10,7;23,8;18,7;14,7;61,3;36;9,1;3,3
07/07/09;0;890,3;11,8;22,5;18,1;14;67,8;47;9;3,3
08/07/09;0;889,9;12,1;22,7;18,5;13,8;67,6;48;7,2;2,5
09/07/09;0;889,6;12,3;26;20;13,7;62,8;38;6,5;2,2
10/07/09;0;888,5;12,7;25,8;19,9;13,6;65,6;39;9,4;2,2
11/07/09;0;887,9;12,1;26,3;19,6;13,7;63,5;39;10,6;2,1
12/07/09;0;888,2;13,9;26,5;20,3;14,6;68,6;42;7,3;1,9
13/07/09;0;890,1;14,4;27,7;21;14,8;68,1;39;6,3;2
14/07/09;0;891,5;13,5;27;21,2;16,2;63,8;36;8,3;2,2
15/07/09;0;890,3;12;25,6;20,6;14,2;59,6;39;9,4;3,1
16/07/09;0;891;12,1;24,7;19,6;14,8;63,1;45;9,1;4,1
17/07/09;0;891,7;11,9;24,2;19;14,1;64,6;45;8,9;3,1
18/07/09;0;891;11,3;25,3;19,5;14;61,3;36;6,6;2,1
19/07/09;0;888,7;8,5;26;18,9;11,2;54,8;26;6,4;1,4
20/07/09;0;887,7;8,3;27,5;19,9;12,6;49,4;29;9,2;1
21/07/09;0;887,6;9,2;27,7;21,3;14,8;48;27;9,5;2
22/07/09;0;888,1;10,4;28,5;21,3;14,2;52,2;29;9,4;1,8
23/07/09;0;887,5;11,7;28,2;21,7;15,5;54,7;34;8;1,8
24/07/09;0;887,7;12,1;29;22,7;16,3;53,3;33;5,2;1,3
25/07/09;0;889,1;13,4;27,6;21,9;16,8;60,6;37;7,4;2,4
26/07/09;0;890,3;12;27,7;22,4;17,8;52,9;34;8,2;3
27/07/09;0;890,1;9,4;28,1;22,2;15,6;46,8;22;8,7;2,7
28/07/09;0;889;6,7;29,2;22,1;12,9;39,1;19;9,3;2,3
29/07/09;0;889,1;6,8;29;21,9;13,7;39,7;23;6,4;1,2
30/07/09;0;889,5;6,6;28,8;22,1;15,1;39,2;20;7,9;1,7
31/07/09;0;890;6,7;28,1;21,6;14;39,8;21;9,7;2,6
01/08/09;0;890,4;8,6;26,9;21,2;16,3;45,4;29;8,7;2,9
02/08/09;0;890,6;11,8;27,5;21,7;16;54,5;38;8,8;2,7
03/08/09;0;890,5;11,2;28,4;22,4;14,8;51,8;27;7,3;2,2
04/08/09;0;889,8;9,5;28,6;22;14,9;47,5;27;10,4;2,2
05/08/09;0;888,8;7,8;27,4;22;16,5;41,5;22;9,3;2,9
06/08/09;0;889,9;6,9;27,3;21;13,1;41,5;25;7,3;2,5
07/08/09;0;890,4;6,1;27,4;21,2;13,3;39,8;23;10,8;2,8
08/08/09;0;890,8;5,8;26,3;20,8;15,1;38,8;26;9,8;3,2
09/08/09;0;889,9;6,3;28,4;19,9;11,6;43,3;24;8,4;1,5
10/08/09;0;889,5;7,3;29,1;21,7;14,7;42,5;23;7,3;1,5
11/08/09;0;889,4;9,5;27,6;21;14,2;50,4;29;6,9;2,4
12/08/09;0;890,3;9,4;27;21,8;16,4;45,7;34;12,1;3,6
13/08/09;0;890,8;11,5;25,1;20,5;15,6;57,6;40;12;4,2
14/08/09;0;889,2;10;25,1;19,6;14,2;55,8;34;9,5;4,1
15/08/09;0;887,7;9,9;26,1;20;14,6;54,4;29;9,4;3,4
16/08/09;0;888,4;10,1;27,1;20,7;15;52,9;30;9,2;3,5
17/08/09;0;888;9,6;26,9;21,2;15,6;49,1;31;10;3,3
18/08/09;0;886,9;9,1;27,6;21,8;15,5;46,3;28;8,1;2,6
19/08/09;0;885,3;10,2;29,4;22,4;15,2;47,8;29;8,9;2,2
20/08/09;0;885,6;9,3;30,4;23,3;17,3;43,2;22;11,7;3,2
21/08/09;0;886,4;12;28,3;22,5;19,5;52,6;39;8;2,5
22/08/09;0;885,9;14,7;29,4;22;17,9;65,8;33;7,4;2,3
23/08/09;0,8;886,6;14,6;28,2;21,7;16,1;66,4;41;9,9;3,8
24/08/09;0;888,8;15,4;24,1;18,7;16;82,1;54;11,6;3
25/08/09;4,4;889;15,6;23,1;18,6;15,7;83,4;65;6,7;2,2
26/08/09;11,2;889,1;15,6;21,6;18,2;16,4;85,3;69;8,6;3,5
27/08/09;0,6;890,5;14,2;21,8;17,3;14,7;82,8;63;9,1;3,7
28/08/09;0,2;890;14;25,7;19,7;14,7;72,7;40;7,4;2,6
29/08/09;0;889,2;13,7;26,6;21,2;16,2;63,5;42;9,5;3
30/08/09;0;888,6;12,8;26,2;21;16,3;60,6;42;8,9;3,6
31/08/09;0;888,4;13,1;26;21,4;16,9;59,5;43;7,3;2,7
01/09/09;0;889,1;14;27,7;22,1;15,5;61,5;41;7,8;1,6
02/09/09;0;888,7;13,7;29,9;23,8;17,1;55,9;33;7,9;1,8
03/09/09;0;888,1;12,8;29;24,8;19,7;48,3;34;6,9;1,7
04/09/09;0;888,5;15,3;28;22,7;18,6;64;42;6,8;1,5
05/09/09;0,6;888,7;16,6;26,3;21,3;18,5;75,2;52;9,3;1,8
06/09/09;18,4;888,3;17;26,5;20,2;17,4;82,5;57;11,8;2,1
07/09/09;6;887;17,1;25,9;20,6;17,6;81,2;61;7,6;2,1
08/09/09;1;886,6;16,8;27,3;21,2;17,1;76,8;51;7,5;1,7
09/09/09;0;887,6;16,9;28,4;22,9;18,7;70,1;47;8,5;2,4
10/09/09;4,6;890;14,2;27,4;22,1;18;62,3;40;10,5;3,6
11/09/09;0;890,9;11,4;26,5;21,7;17,2;53,4;36;10,7;4,1
12/09/09;0;889,7;11,5;27,2;22,1;17,4;52,2;34;9,6;3
13/09/09;0;888,7;11,5;29,3;23,3;18,2;49,5;28;8;1,9
14/09/09;0;888,7;11,6;29,1;23,8;17;48,2;30;7;1,3
15/09/09;0;888,5;11,1;31,1;25,3;19;42,4;26;8,7;2,3
16/09/09;0;888;11,3;30,6;24,9;19,5;44,1;27;9,2;2,4
17/09/09;0;886,4;12,2;30,9;25,1;19;46;28;7,1;1,9
18/09/09;0,2;886;13,6;30;24,9;21,8;50,2;34;10,6;2,1
19/09/09;4,4;887,3;15,7;28,7;22,8;17,7;65,7;42;8;1,7
20/09/09;0;887,6;16,5;28,6;22,5;18,1;70;47;10,1;2,2
21/09/09;6,6;886,8;16,7;26,8;21,2;17;76,8;54;9,6;1,9
22/09/09;1,2;886,1;17;22,2;20;18;83,2;70;7,9;1,8
23/09/09;1;886,7;16,2;24;20,5;17,6;77;59;6,8;1,6
24/09/09;3,4;887,1;16;27,6;21,5;17,1;72,8;46;9,6;2,2
25/09/09;0;887,3;16,1;30,5;22,8;17,4;68,4;40;7,4;2,6
26/09/09;0;887,5;16,1;28,9;23,7;19,2;63,7;44;10,2;3,8
27/09/09;0;887,8;15,8;29,3;23,5;18,4;63,5;41;10,1;2,5
28/09/09;0;888,7;15,8;30,8;24,2;18,9;62,2;35;7,6;1,7
29/09/09;0;888,8;15,3;31,9;24,6;18,7;59,8;27;7,4;1,6
30/09/09;0;888,6;17,3;30,4;23,8;19,4;69,2;35;9,1;3,1
01/10/09;0;888,3;14,5;30,9;24,1;18,7;58,6;28;9,5;2,8
02/10/09;0;888,1;15,3;30,1;24,1;18,9;58,9;38;7;2,3
03/10/09;0;888,9;16,4;27,4;21,8;17,6;72,5;50;9,1;2,8
04/10/09;0,2;887,5;16,5;30,1;22,2;19,3;72,1;40;10,2;3,2
05/10/09;4,8;886,9;15,2;28,3;22,3;18,4;65,8;42;9,7;3,1
06/10/09;6,4;888,1;15,7;28;21,2;16,8;73,5;36;7,7;2
07/10/09;null;null;null;30;null;18,9;58,3;36;7,5;null
08/10/09;0;887,2;17,3;27,5;21;18,8;80,4;53;8,4;1,8
09/10/09;27,8;886,1;17,2;25,7;20,4;17,5;83;57;7,5;1,8
10/10/09;26;885,1;16,7;27,4;21,5;15,5;76,1;49;11,1;1,6
11/10/09;null;null;null;null;null;null;67,9;50;14,6;null
12/10/09;4,8;885;17,2;26,7;21,9;18,4;75,4;56;9,5;2,6
13/10/09;0;885,2;16,6;28,8;21,1;17,1;77,4;47;9,3;2,3
14/10/09;20,2;885,2;17;25,8;20,7;17,8;80,5;55;6,6;1,9
15/10/09;0;884,8;16,3;28,4;22,3;16,6;71,5;43;8,1;2,1
16/10/09;6,4;886,5;16,7;28,4;21,9;17,2;74;46;9,9;2,3
17/10/09;0;886,6;17,1;29,5;23,3;17,4;70,4;41;7,7;1,4
18/10/09;0,6;885,6;17,6;27,8;21,2;18,4;81,3;53;13,8;1,9
19/10/09;48,4;884,1;16,9;29,3;21,9;16,8;76,1;42;14,1;1,6
20/10/09;0,2;884,8;17,5;27,6;20,8;17,9;82,4;56;8,7;1,7
21/10/09;1,6;885,9;18;27,2;20,7;18,2;85,2;58;7,7;1,4
